cik,company,ticker,exchange,sic,industry,hq_country,segment,naics
0001737953,"Replimune Group, Inc.",REPL,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001628171,"Revolution Medicines, Inc.",RVMD,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001628171,"Revolution Medicines, Inc.",RVMDW,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001833214,"SAB Biotherapeutics, Inc.",SABS,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001833214,"SAB Biotherapeutics, Inc.",SABSW,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0002070534,SL Science Holding Ltd,SLBT,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001382101,"SUTRO BIOPHARMA, INC.",STRO,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",,public,
0001770121,"Sana Biotechnology, Inc.",SANA,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001727196,Scholar Rock Holding Corp,SRRK,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001820190,Scilex Holding Co,SCLX,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001820190,Scilex Holding Co,SCLXW,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001611747,Scinai Immunotherapeutics Ltd.,SCNI,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001854270,"Senti Biosciences Holdings, Inc.",SNTI,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0002022416,Silexion Therapeutics Corp,SLXN,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0002022416,Silexion Therapeutics Corp,SLXNW,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001707502,Solid Biosciences Inc.,SLDB,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001824893,"Surrozen, Inc./DE",SRZN,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001824893,"Surrozen, Inc./DE",SRZNW,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001783328,"TScan Therapeutics, Inc.",TCRX,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001819790,"Tarsus Pharmaceuticals, Inc.",TARS,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001806310,"Taysha Gene Therapies, Inc.",TSHA,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001681087,"Tectonic Therapeutic, Inc.",TECX,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001858848,"Tenaya Therapeutics, Inc.",TNYA,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001860871,Tevogen Bio Holdings Inc.,TVGN,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001860871,Tevogen Bio Holdings Inc.,TVGNW,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001581280,Twist Bioscience Corp,TWST,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001836564,Valneva SE,VALN,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001649094,"Vaxcyte, Inc.",PCVX,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0000887359,Vericel Corp,VCEL,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001706431,"Vir Biotechnology, Inc.",VIR,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001497253,"VivoSim Labs, INC.",VIVS,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001817229,Vor Biopharma Inc.,VOR,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",,public,
0002006815,Voyager Acquisition Corp./Cayman Islands,VACH,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0002006815,Voyager Acquisition Corp./Cayman Islands,VACHU,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0002006815,Voyager Acquisition Corp./Cayman Islands,VACHW,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001640266,"Voyager Therapeutics, Inc.",VYGR,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001501697,"X4 Pharmaceuticals, Inc",XFOR,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001855644,Zura Bio Ltd,ZURA,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001339970,aTYR PHARMA INC,ATYR,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001980845,enGene Therapeutics Inc.,ENGN,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0001980845,enGene Therapeutics Inc.,ENGNW,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)",USA,public,
0000925261,ANDINA BOTTLING CO INC,AKO-A,NYSE,2086,Bottled & Canned Soft Drinks & Carbonated Waters,,public,
0000925261,ANDINA BOTTLING CO INC,AKO-B,NYSE,2086,Bottled & Canned Soft Drinks & Carbonated Waters,,public,
0000910631,COCA COLA FEMSA SAB DE CV,KOF,NYSE,2086,Bottled & Canned Soft Drinks & Carbonated Waters,,public,
0001650107,COCA-COLA EUROPACIFIC PARTNERS plc,CCEP,Nasdaq,2086,Bottled & Canned Soft Drinks & Carbonated Waters,USA,public,
0001341766,"Celsius Holdings, Inc.",CELH,Nasdaq,2086,Bottled & Canned Soft Drinks & Carbonated Waters,USA,public,
0000317540,"Coca-Cola Consolidated, Inc.",COKE,Nasdaq,2086,Bottled & Canned Soft Drinks & Carbonated Waters,USA,public,
0001061736,MEXICAN ECONOMIC DEVELOPMENT INC,FMX,NYSE,2086,Bottled & Canned Soft Drinks & Carbonated Waters,USA,public,
0000865752,Monster Beverage Corp,MNST,Nasdaq,2086,Bottled & Canned Soft Drinks & Carbonated Waters,,public,
0000069891,NATIONAL BEVERAGE CORP,FIZZ,Nasdaq,2086,Bottled & Canned Soft Drinks & Carbonated Waters,USA,public,
0001140215,"REED'S, INC.",REED,NYSE,2086,Bottled & Canned Soft Drinks & Carbonated Waters,USA,public,
0001854139,Zevia PBC,ZVIA,NYSE,2086,Bottled & Canned Soft Drinks & Carbonated Waters,USA,public,
0000025895,CROWN CRAFTS INC,CRWS,Nasdaq,2211,"Broadwoven Fabric Mills, Cotton",USA,public,
0000723603,CULP INC,CULP,Nasdaq,2211,"Broadwoven Fabric Mills, Cotton",USA,public,
0000819793,ALBANY INTERNATIONAL CORP /DE/,AIN,NYSE,2221,"Broadwoven Fabric Mills, Man Made Fiber & Silk",USA,public,
0001487197,BARFRESH FOOD GROUP INC.,BRFH,Nasdaq,2030,"Canned, Frozen & Preservd Fruit, Veg & Food Specialties",USA,public,
0001637459,Kraft Heinz Co,KHC,Nasdaq,2030,"Canned, Frozen & Preservd Fruit, Veg & Food Specialties",USA,public,
0001679273,"Lamb Weston Holdings, Inc.",LW,NYSE,2030,"Canned, Frozen & Preservd Fruit, Veg & Food Specialties",USA,public,
0000057515,MARZETTI CO,MZTI,Nasdaq,2030,"Canned, Frozen & Preservd Fruit, Veg & Food Specialties",USA,public,
0001117057,Planet Green Holdings Corp.,PLAG,NYSE,2030,"Canned, Frozen & Preservd Fruit, Veg & Food Specialties",USA,public,
0001701261,"Farmmi, Inc.",FAMI,Nasdaq,2033,"Canned, Fruits, Veg, Preserves, Jams & Jellies",USA,public,
0000091419,J M SMUCKER Co,SJM,NYSE,2033,"Canned, Fruits, Veg, Preserves, Jams & Jellies",USA,public,
0000088948,Seneca Foods Corp,SENEA,Nasdaq,2033,"Canned, Fruits, Veg, Preserves, Jams & Jellies",USA,public,
0000088948,Seneca Foods Corp,SENEB,Nasdaq,2033,"Canned, Fruits, Veg, Preserves, Jams & Jellies",USA,public,
0000715787,INTERFACE INC,TILE,Nasdaq,2273,Carpets & Rugs,USA,public,
0000851968,MOHAWK INDUSTRIES INC,MHK,NYSE,2273,Carpets & Rugs,USA,public,
0002035989,Amrize Ltd,AMRZ,NYSE,3241,"Cement, Hydraulic",USA,public,
0001221029,CEMENTOS PACASMAYO SAA,CPAC,NYSE,3241,"Cement, Hydraulic",,public,
0001076378,CEMEX SAB DE CV,CX,NYSE,3241,"Cement, Hydraulic",USA,public,
0000849395,CRH PUBLIC LTD CO,CRH,NYSE,3241,"Cement, Hydraulic",USA,public,
0000918646,EAGLE MATERIALS INC,EXP,NYSE,3241,"Cement, Hydraulic",USA,public,
0001711375,Loma Negra Compania Industrial Argentina Sociedad Anonima,LOMA,NYSE,3241,"Cement, Hydraulic",,public,
0001518461,"AmpliTech Group, Inc.",AMPG,Nasdaq,3669,"Communications Equipment, NEC",USA,public,
0001518461,"AmpliTech Group, Inc.",AMPGR,Nasdaq,3669,"Communications Equipment, NEC",USA,public,
0001518461,"AmpliTech Group, Inc.",AMPGZ,Nasdaq,3669,"Communications Equipment, NEC",USA,public,
0000866706,ESCO TECHNOLOGIES INC,ESE,NYSE,3669,"Communications Equipment, NEC",USA,public,
0001022652,INSEEGO CORP.,INSG,Nasdaq,3669,"Communications Equipment, NEC",,public,
0001600983,"Knightscope, Inc.",KSCP,Nasdaq,3669,"Communications Equipment, NEC",USA,public,
0001633978,Lumentum Holdings Inc.,LITE,Nasdaq,3669,"Communications Equipment, NEC",USA,public,
0001872964,Maris Tech Ltd.,MTEK,Nasdaq,3669,"Communications Equipment, NEC",USA,public,
0001872964,Maris Tech Ltd.,MTEKW,Nasdaq,3669,"Communications Equipment, NEC",USA,public,
0000069633,"NAPCO SECURITY TECHNOLOGIES, INC",NSSC,Nasdaq,3669,"Communications Equipment, NEC",USA,public,
0001774170,"Powerfleet, Inc.",AIOT,Nasdaq,3669,"Communications Equipment, NEC",USA,public,
0001697851,"Rekor Systems, Inc.",REKR,Nasdaq,3669,"Communications Equipment, NEC",USA,public,
0001993727,Senstar Technologies Corp,SNT,Nasdaq,3669,"Communications Equipment, NEC",USA,public,
0001493761,Turtle Beach Corp,TBCH,Nasdaq,3669,"Communications Equipment, NEC",USA,public,
0001030471,UTSTARCOM HOLDINGS CORP.,UTSI,Nasdaq,3669,"Communications Equipment, NEC",USA,public,
0001159152,James Hardie Industries plc,JHX,NYSE,3272,"Concrete Products, Except Block & Brick",,public,
0000924719,SMITH MIDLAND CORP,SMID,Nasdaq,3272,"Concrete Products, Except Block & Brick",USA,public,
0002094433,"Suncrete, Inc.",RMIX,Nasdaq,3272,"Concrete Products, Except Block & Brick",,public,
0000008818,Avery Dennison Corp,AVY,NYSE,2670,Converted Paper & Paperboard Prods (No Contaners/Boxes),USA,public,
0001999297,Big Tree Cloud Holdings Ltd,DSY,Nasdaq,2670,Converted Paper & Paperboard Prods (No Contaners/Boxes),USA,public,
0001999297,Big Tree Cloud Holdings Ltd,DSYWW,Nasdaq,2670,Converted Paper & Paperboard Prods (No Contaners/Boxes),USA,public,
0001358190,"IT TECH PACKAGING, INC.",ITP,NYSE,2670,Converted Paper & Paperboard Prods (No Contaners/Boxes),USA,public,
0000055785,KIMBERLY CLARK CORP,KMB,Nasdaq,2670,Converted Paper & Paperboard Prods (No Contaners/Boxes),USA,public,
0001712463,Ranpak Holdings Corp.,PACK,NYSE,2670,Converted Paper & Paperboard Prods (No Contaners/Boxes),USA,public,
0000785956,J&J SNACK FOODS CORP,JJSF,Nasdaq,2052,Cookies & Crackers,USA,public,
0001504379,Caesarstone Ltd.,CSTE,Nasdaq,3281,Cut Stone & Stone Products,,public,
0000814586,"Lifeway Foods, Inc.",LWAY,Nasdaq,2020,Dairy Products,USA,public,
0001026980,ASIA PACIFIC WIRE & CABLE CORP LTD,APWC,Nasdaq,3357,Drawing & Insulating of  Nonferrous Wire,USA,public,
0000913142,BELDEN INC.,BDC,NYSE,3357,Drawing & Insulating of  Nonferrous Wire,USA,public,
0000024741,CORNING INC /NY,GLW,NYSE,3357,Drawing & Insulating of  Nonferrous Wire,USA,public,
0001000230,OPTICAL CABLE CORP,OCC,Nasdaq,3357,Drawing & Insulating of  Nonferrous Wire,USA,public,
0000352541,ALLIANT ENERGY CORP,LNT,Nasdaq,4931,Electric & Other Services Combined,USA,public,
0001002910,AMEREN CORP,AEE,NYSE,4931,Electric & Other Services Combined,USA,public,
0000104918,AVISTA CORP,AVA,NYSE,4931,Electric & Other Services Combined,USA,public,
0000811156,CMS ENERGY CORP,CMS,NYSE,4931,Electric & Other Services Combined,USA,public,
0000811156,CMS ENERGY CORP,CMSA,NYSE,4931,Electric & Other Services Combined,USA,public,
0000811156,CMS ENERGY CORP,CMSC,NYSE,4931,Electric & Other Services Combined,USA,public,
0000811156,CMS ENERGY CORP,CMSD,NYSE,4931,Electric & Other Services Combined,USA,public,
0000811156,CMS ENERGY CORP,CMS-PC,NYSE,4931,Electric & Other Services Combined,USA,public,
0001047862,CONSOLIDATED EDISON INC,ED,NYSE,4931,Electric & Other Services Combined,USA,public,
0000201533,CONSUMERS ENERGY CO,CMS-PB,NYSE,4931,Electric & Other Services Combined,USA,public,
0001326160,Duke Energy CORP,DUK,NYSE,4931,Electric & Other Services Combined,USA,public,
0001326160,Duke Energy CORP,DUKB,NYSE,4931,Electric & Other Services Combined,USA,public,
0001326160,Duke Energy CORP,DUK-PA,NYSE,4931,Electric & Other Services Combined,USA,public,
0000071508,"ENTERGY NEW ORLEANS, LLC",ENJ,NYSE,4931,Electric & Other Services Combined,USA,public,
0000071508,"ENTERGY NEW ORLEANS, LLC",ENO,NYSE,4931,Electric & Other Services Combined,USA,public,
0001109357,EXELON CORP,EXC,Nasdaq,4931,Electric & Other Services Combined,USA,public,
0001711269,"Evergy, Inc.",EVRG,Nasdaq,4931,Electric & Other Services Combined,,public,
0001528356,Genie Energy Ltd.,GNE,NYSE,4931,Electric & Other Services Combined,USA,public,
0001604191,GridAI Technologies Corp.,GRDX,Nasdaq,4931,Electric & Other Services Combined,USA,public,
0001111711,NISOURCE INC.,NI,NYSE,4931,Electric & Other Services Combined,USA,public,
0001993004,"NorthWestern Energy Group, Inc.",NWE,Nasdaq,4931,Electric & Other Services Combined,USA,public,
0001004980,PG&E Corp,PCG,NYSE,4931,Electric & Other Services Combined,USA,public,
0001004980,PG&E Corp,PCG-PE,NYSE,4931,Electric & Other Services Combined,USA,public,
0001004980,PG&E Corp,PCG-PD,NYSE,4931,Electric & Other Services Combined,USA,public,
0001004980,PG&E Corp,PCG-PC,NYSE,4931,Electric & Other Services Combined,USA,public,
0001004980,PG&E Corp,PCG-PH,NYSE,4931,Electric & Other Services Combined,USA,public,
0001004980,PG&E Corp,PCG-PG,NYSE,4931,Electric & Other Services Combined,USA,public,
0001004980,PG&E Corp,PCG-PI,NYSE,4931,Electric & Other Services Combined,USA,public,
0001004980,PG&E Corp,PCG-PA,NYSE,4931,Electric & Other Services Combined,USA,public,
0001004980,PG&E Corp,PCG-PB,NYSE,4931,Electric & Other Services Combined,USA,public,
0001004980,PG&E Corp,PCG-PX,NYSE,4931,Electric & Other Services Combined,USA,public,
0000788784,PUBLIC SERVICE ENTERPRISE GROUP INC,PEG,NYSE,4931,Electric & Other Services Combined,USA,public,
0000755001,UNITIL CORP,UTL,NYSE,4931,Electric & Other Services Combined,USA,public,
0001606268,"Via Renewables, Inc.",VIASP,Nasdaq,4931,Electric & Other Services Combined,USA,public,
0001681348,VivoPower PLC,VIVO,Nasdaq,4931,Electric & Other Services Combined,USA,public,
0000783325,"WEC ENERGY GROUP, INC.",WEC,NYSE,4931,Electric & Other Services Combined,USA,public,
0000072903,XCEL ENERGY INC,XEL,Nasdaq,4931,Electric & Other Services Combined,USA,public,
0000072903,XCEL ENERGY INC,XELLL,Nasdaq,4931,Electric & Other Services Combined,USA,public,
0001174169,ALGONQUIN POWER & UTILITIES CORP.,AQN,NYSE,4911,Electric Services,USA,public,
0001174169,ALGONQUIN POWER & UTILITIES CORP.,AQNB,NYSE,4911,Electric Services,USA,public,
0000004904,AMERICAN ELECTRIC POWER CO INC,AEP,Nasdaq,4911,Electric Services,USA,public,
0001439124,AXIA Energia S.A.,AXIA,NYSE,4911,Electric Services,USA,public,
0001439124,AXIA Energia S.A.,AXIA-PC,NYSE,4911,Electric Services,USA,public,
0001130464,BLACK HILLS CORP /SD/,BKH,NYSE,4911,Electric Services,USA,public,
0001066764,Bimergen Energy Corp,BESS,NYSE,4911,Electric Services,USA,public,
0001066764,Bimergen Energy Corp,BESS-WT,NYSE,4911,Electric Services,USA,public,
0001791863,Brookfield Renewable Corp,BEPC,NYSE,4911,Electric Services,USA,public,
0001533232,Brookfield Renewable Partners L.P.,BEP,NYSE,4911,Electric Services,USA,public,
0001533232,Brookfield Renewable Partners L.P.,BEPH,NYSE,4911,Electric Services,USA,public,
0001533232,Brookfield Renewable Partners L.P.,BEPI,NYSE,4911,Electric Services,USA,public,
0001533232,Brookfield Renewable Partners L.P.,BEPJ,NYSE,4911,Electric Services,USA,public,
0001533232,Brookfield Renewable Partners L.P.,BEP-PA,NYSE,4911,Electric Services,USA,public,
0001130310,CENTERPOINT ENERGY INC,CNP,NYSE,4911,Electric Services,USA,public,
0001717161,CENTRAL PUERTO S.A.,CEPU,NYSE,4911,Electric Services,USA,public,
0001567683,"Clearway Energy, Inc.",CWEN,NYSE,4911,Electric Services,USA,public,
0001868275,Constellation Energy Corp,CEG,Nasdaq,4911,Electric Services,USA,public,
0001918102,"DEEP FISSION, INC.",FISN,Nasdaq,4911,Electric Services,USA,public,
0000715957,"DOMINION ENERGY, INC",D,NYSE,4911,Electric Services,USA,public,
0000936340,DTE ENERGY CO,DTE,NYSE,4911,Electric Services,USA,public,
0000936340,DTE ENERGY CO,DTW,NYSE,4911,Electric Services,USA,public,
0000936340,DTE ENERGY CO,DTB,NYSE,4911,Electric Services,USA,public,
0000936340,DTE ENERGY CO,DTG,NYSE,4911,Electric Services,USA,public,
0000936340,DTE ENERGY CO,DTK,NYSE,4911,Electric Services,USA,public,
0001395213,EDENOR,EDN,NYSE,4911,Electric Services,USA,public,
0000827052,EDISON INTERNATIONAL,EIX,NYSE,4911,Electric Services,USA,public,
0001127248,EMERA INC,EMA,NYSE,4911,Electric Services,,public,
0001157557,ENERGY CO OF MINAS GERAIS,CIG,NYSE,4911,Electric Services,,public,
0001157557,ENERGY CO OF MINAS GERAIS,CIG-C,NYSE,4911,Electric Services,,public,
0001041792,ENERGY CO OF PARANA,ELPC,NYSE,4911,Electric Services,,public,
0000007323,"ENTERGY ARKANSAS, LLC",EAI,NYSE,4911,Electric Services,USA,public,
0000065984,ENTERGY CORP /DE/,ETR,NYSE,4911,Electric Services,USA,public,
0001348952,"ENTERGY LOUISIANA, LLC",ELC,NYSE,4911,Electric Services,USA,public,
0000066901,"ENTERGY MISSISSIPPI, LLC",EMP,NYSE,4911,Electric Services,USA,public,
0001427437,"ENTERGY TEXAS, INC.",ETI-P,NYSE,4911,Electric Services,USA,public,
0000072741,EVERSOURCE ENERGY,ES,NYSE,4911,Electric Services,USA,public,
0001846715,Eco Wave Power Global AB (publ),WAVE,Nasdaq,4911,Electric Services,USA,public,
0000946394,Ellomay Capital Ltd.,ELLO,NYSE,4911,Electric Services,USA,public,
0001659939,Enel Chile S.A.,ENIC,NYSE,4911,Electric Services,USA,public,
0001922641,Enlight Renewable Energy Ltd.,ENLT,Nasdaq,4911,Electric Services,USA,public,
0001031296,FIRSTENERGY CORP,FE,NYSE,4911,Electric Services,USA,public,
0001853868,Fervo Energy Co,FRVO,Nasdaq,4911,Electric Services,USA,public,
0001666175,Fortis Inc.,FTS,NYSE,4911,Electric Services,USA,public,
0000041091,GEORGIA POWER CO,GPJA,NYSE,4911,Electric Services,USA,public,
0000788965,HALLADOR ENERGY CO,HNRG,Nasdaq,4911,Electric Services,USA,public,
0000354707,HAWAIIAN ELECTRIC INDUSTRIES INC,HE,NYSE,4911,Electric Services,USA,public,
0002023730,"Hadron Energy, Inc.",HDRN,Nasdaq,4911,Electric Services,USA,public,
0002023730,"Hadron Energy, Inc.",HDRNW,Nasdaq,4911,Electric Services,USA,public,
0001846416,Hennessy Capital Investment Corp. VII,HVII,Nasdaq,4911,Electric Services,USA,public,
0001846416,Hennessy Capital Investment Corp. VII,HVIIR,Nasdaq,4911,Electric Services,USA,public,
0001846416,Hennessy Capital Investment Corp. VII,HVIIU,Nasdaq,4911,Electric Services,USA,public,
0001057877,IDACORP INC,IDA,NYSE,4911,Electric Services,USA,public,
0000887225,KOREA ELECTRIC POWER CORP,KEP,NYSE,4911,Electric Services,USA,public,
0001611005,Kenon Holdings Ltd.,KEN,NYSE,4911,Electric Services,USA,public,
0000753308,NEXTERA ENERGY INC,NEE,NYSE,4911,Electric Services,USA,public,
0000753308,NEXTERA ENERGY INC,NEE-PN,NYSE,4911,Electric Services,USA,public,
0000753308,NEXTERA ENERGY INC,NEE-PS,NYSE,4911,Electric Services,USA,public,
0000753308,NEXTERA ENERGY INC,NEE-PT,NYSE,4911,Electric Services,USA,public,
0000753308,NEXTERA ENERGY INC,NEE-PU,NYSE,4911,Electric Services,USA,public,
0000753308,NEXTERA ENERGY INC,NEE-PV,NYSE,4911,Electric Services,USA,public,
0000753308,NEXTERA ENERGY INC,NEE-PW,NYSE,4911,Electric Services,USA,public,
0001013871,"NRG ENERGY, INC.",NRG,NYSE,4911,Electric Services,USA,public,
0001923891,Nano Nuclear Energy Inc.,NNE,Nasdaq,4911,Electric Services,USA,public,
0001021635,OGE ENERGY CORP.,OGE,NYSE,4911,Electric Services,USA,public,
0001296445,"ORMAT TECHNOLOGIES, INC.",ORA,NYSE,4911,Electric Services,USA,public,
0001378140,"Ocean Power Technologies, Inc.",OPTT,NYSE,4911,Electric Services,USA,public,
0001849056,Oklo Inc.,OKLO,NYSE,4911,Electric Services,USA,public,
0001466593,Otter Tail Corp,OTTR,Nasdaq,4911,Electric Services,USA,public,
0000764622,PINNACLE WEST CAPITAL CORP,PNW,NYSE,4911,Electric Services,USA,public,
0000784977,PORTLAND GENERAL ELECTRIC CO /OR/,POR,NYSE,4911,Electric Services,USA,public,
0000922224,PPL Corp,PPL,NYSE,4911,Electric Services,,public,
0000922224,PPL Corp,PPLC,NYSE,4911,Electric Services,,public,
0001469395,Pampa Energy Inc.,PAM,NYSE,4911,Electric Services,USA,public,
0001848763,ReNew Energy Global plc,RNW,Nasdaq,4911,Electric Services,USA,public,
0001848763,ReNew Energy Global plc,RNWWW,Nasdaq,4911,Electric Services,USA,public,
0000092103,SOUTHERN CALIFORNIA EDISON Co,SCE-PG,NYSE,4911,Electric Services,USA,public,
0000092103,SOUTHERN CALIFORNIA EDISON Co,SCE-PL,NYSE,4911,Electric Services,USA,public,
0000092103,SOUTHERN CALIFORNIA EDISON Co,SCE-PM,NYSE,4911,Electric Services,USA,public,
0000092103,SOUTHERN CALIFORNIA EDISON Co,SCE-PN,NYSE,4911,Electric Services,USA,public,
0000092122,SOUTHERN CO,SO,NYSE,4911,Electric Services,USA,public,
0000092122,SOUTHERN CO,SOJC,NYSE,4911,Electric Services,USA,public,
0000092122,SOUTHERN CO,SOJD,NYSE,4911,Electric Services,USA,public,
0000092122,SOUTHERN CO,SOJE,NYSE,4911,Electric Services,USA,public,
0000092122,SOUTHERN CO,SOJF,NYSE,4911,Electric Services,USA,public,
0000092122,SOUTHERN CO,SOMN,NYSE,4911,Electric Services,USA,public,
0001772720,SPRUCE POWER HOLDING CORP,SPRU,NYSE,4911,Electric Services,USA,public,
0002074850,Spring Valley Acquisition Corp. III,SVAC,Nasdaq,4911,Electric Services,USA,public,
0002074850,Spring Valley Acquisition Corp. III,SVACU,Nasdaq,4911,Electric Services,USA,public,
0002074850,Spring Valley Acquisition Corp. III,SVACW,Nasdaq,4911,Electric Services,USA,public,
0001144800,TRANSALTA CORP,TAC,NYSE,4911,Electric Services,,public,
0001108426,TXNM ENERGY INC,TXNM,NYSE,4911,Electric Services,USA,public,
0001622536,Talen Energy Corp,TLN,Nasdaq,4911,Electric Services,USA,public,
0001376986,Tennessee Valley Authority,TVE,NYSE,4911,Electric Services,,public,
0001376986,Tennessee Valley Authority,TVC,NYSE,4911,Electric Services,,public,
0001692819,Vistra Corp.,VST,NYSE,4911,Electric Services,USA,public,
0001603145,"XPLR Infrastructure, LP",XIFR,NYSE,4911,Electric Services,,public,
0000729580,BEL FUSE INC /NJ,BELFA,Nasdaq,3677,"Electronic Coils, Transformers & Other Inductors",USA,public,
0000729580,BEL FUSE INC /NJ,BELFB,Nasdaq,3677,"Electronic Coils, Transformers & Other Inductors",USA,public,
0000048898,HUBBELL INC,HUBB,NYSE,3670,Electronic Components & Accessories,USA,public,
0001662684,"KULR Technology Group, Inc.",KULR,NYSE,3670,Electronic Components & Accessories,USA,public,
0001972074,Linkers Industries Ltd,LNKS,Nasdaq,3670,Electronic Components & Accessories,,public,
0001049521,MERCURY SYSTEMS INC,MRCY,Nasdaq,3670,Electronic Components & Accessories,USA,public,
0001005284,UNIVERSAL DISPLAY CORP \PA\,OLED,Nasdaq,3670,Electronic Components & Accessories,USA,public,
0000103730,VISHAY INTERTECHNOLOGY INC,VSH,NYSE,3670,Electronic Components & Accessories,USA,public,
0001487952,"Vishay Precision Group, Inc.",VPG,NYSE,3670,Electronic Components & Accessories,USA,public,
0000927003,ADVANCED ENERGY INDUSTRIES INC,AEIS,Nasdaq,3679,"Electronic Components, NEC",USA,public,
0000033533,ESPEY MFG & ELECTRONICS CORP,ESP,NYSE,3679,"Electronic Components, NEC",USA,public,
0001114995,IMPINJ INC,PI,Nasdaq,3679,"Electronic Components, NEC",USA,public,
0001290109,"LG Display Co., Ltd.",LPL,NYSE,3679,"Electronic Components, NEC",USA,public,
0000061004,LGL GROUP INC,LGL,NYSE,3679,"Electronic Components, NEC",USA,public,
0000061004,LGL GROUP INC,LGL-RI,NYSE,3679,"Electronic Components, NEC",USA,public,
0001902314,"M-tron Industries, Inc.",MPTI,NYSE,3679,"Electronic Components, NEC",USA,public,
0000065770,"MICROVISION, INC.",MVIS,Nasdaq,3679,"Electronic Components, NEC",USA,public,
0000722313,NORTECH SYSTEMS INC,NSYS,Nasdaq,3679,"Electronic Components, NEC",USA,public,
0000087050,Neonode Inc.,NEON,Nasdaq,3679,"Electronic Components, NEC",USA,public,
0001803407,"Ostin Technology Group Co., Ltd.",OST,Nasdaq,3679,"Electronic Components, NEC",USA,public,
0000751978,VICOR CORP,VICR,Nasdaq,3679,"Electronic Components, NEC",USA,public,
0001681622,Varex Imaging Corp,VREX,Nasdaq,3679,"Electronic Components, NEC",USA,public,
0001674101,Vertiv Holdings Co,VRT,NYSE,3679,"Electronic Components, NEC",USA,public,
0000820313,AMPHENOL CORP /DE/,APH,NYSE,3678,Electronic Connectors,USA,public,
0000065270,METHODE ELECTRONICS INC,MEI,NYSE,3678,Electronic Connectors,USA,public,
0000740664,R F INDUSTRIES LTD,RFIL,Nasdaq,3678,Electronic Connectors,USA,public,
0000790051,CARLISLE COMPANIES INC,CSL,NYSE,3060,"Fabricated Rubber Products, NEC",USA,public,
0001042187,YUNHONG GREEN CTI LTD.,YHGJ,Nasdaq,3060,"Fabricated Rubber Products, NEC",USA,public,
0000007084,Archer-Daniels-Midland Co,ADM,NYSE,2070,Fats & Oils,USA,public,
0001959994,Australian Oilseeds Holdings Ltd,COOT,Nasdaq,2070,Fats & Oils,USA,public,
0001959994,Australian Oilseeds Holdings Ltd,COOTW,Nasdaq,2070,Fats & Oils,USA,public,
0001996862,Bunge Global SA,BG,NYSE,2070,Fats & Oils,USA,public,
